bjdCode,codeAptNm,codeHallNm,codeHeatNm,codeMgrNm,codeSaleNm,address,hoCnt,kaptAcompany,kaptAddr,kaptBaseFloor,kaptBcompany,kaptCode,kaptDongCnt,kaptFax,kaptMarea,kaptMparea_135,kaptMparea_136,kaptMparea_60,kaptMparea_85,kaptName,kaptTarea,kaptTel,kaptTopFloor,kaptUrl,kaptUsedate,kaptdEcntp,kaptdaCnt,ktownFlrNo,privArea,zipcode,cleaned_address,lat,lon,전기사용량
1121510400,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 광진구 아차산로 503-23,654.0,삼성광장청구연합주택조함,서울특별시 광진구 광장동 566- 광장청구,3.0,청구주택,A14381513,4,024443844,75411.5512,0.0,0.0,340.0,314.0,광장청구,76231.22,0234365900,23, ,19960705.0,11.0,654.0,23.0,47029.04,4984.0,서울특별시 광진구 광장동 566-,37.5431620967232,127.095608314148,0
1121510400,아파트,계단식,개별난방,자치관리,분양,서울특별시 광진구 아차산로 549,1170.0,광장동현대 서울제4지역주택조합외,서울특별시 광진구 광장동 577- 광장현대파크빌,2.0,현대건설,A14381516,13,0264060001,116331.71,0.0,0.0,372.0,798.0,광장현대파크빌,146804.0,024587480,25, ,20000831.0,25.0,1170.0,25.0,89885.1,4983.0,서울특별시 광진구 광장동 577-,37.5433581625122,127.101744170173,0
1121510300,아파트,계단식,개별난방,위탁관리,분양,서울특별시 광진구 구의강변로 94,421.0,현대건설,서울특별시 광진구 구의동 610- 구의현대6단지,2.0,현대건설(주),A14383203,3,0264629798,50099.0,0.0,0.0,0.0,421.0,구의현대6단지,51776.0,024573006,25,cafe.naver.com/guuihd6,19940429.0,10.0,421.0,25.0,35745.29,5117.0,서울특별시 광진구 구의동 610-,37.538139372561,127.095065017619,0
1121510300,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 광진구 광나루로56길 32,1606.0,현대건설,서울특별시 광진구 구의동 611- 구의현대2단지,2.0,고려산업개발,A14383205,15,0222017930,205985.56,0.0,0.0,0.0,1606.0,구의현대2단지,213036.0,024446494,27,guhd2.com/,19961206.0,33.0,1606.0,27.0,136313.62,5118.0,서울특별시 광진구 구의동 611-,37.537824078736,127.096219392344,0
1121510500,아파트,혼합식,개별난방,자치관리,분양,서울특별시 광진구 뚝섬로35길 32,464.0,우성,서울특별시 광진구 자양동 516- 자양우성3차,0.0,우성,A14386110,7,024468742,43848.38,0.0,0.0,75.0,389.0,자양우성3차,43848.38,024468741,15, ,19891230.0,17.0,464.0,15.0,34452.9,5070.0,서울특별시 광진구 자양동 516-,37.5362185169192,127.071290856592,0
1121510500,아파트,혼합식,개별난방,자치관리,분양,서울특별시 광진구 구의강변로 11,444.0,(주) 한양,서울특별시 광진구 자양동 695- 자양한양,0.0,(주) 한양,A14387605,6,024470147,66412.32,289.0,155.0,0.0,0.0,자양한양,66500.328,024470146,12, ,19830527.0,14.0,444.0,12.0,57845.17,5115.0,서울특별시 광진구 자양동 695-,37.5322597934091,127.090960364989,0
1121510500,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 광진구 능동로4길 41,252.0,한전자양외2개조합,서울특별시 광진구 자양동 788- 자양7차현대홈타운,2.0,현대건설(주),A14388204,4,0234361351,25098.09,32.0,0.0,117.0,103.0,자양7차현대홈타운,33065.0,0234361331,18, ,20010531.0,6.0,252.0,18.0,19235.24,5090.0,서울특별시 광진구 자양동 788-,37.5331628912427,127.069429289698,0
1121510500,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 광진구 자양번영로3길 65,375.0,자양삼성아파트재건축조합,서울특별시 광진구 자양동 787- 자양동삼성아파트,0.0,삼성물산,A14388208,4,024524533,39591.34,61.0,0.0,151.0,163.0,자양동삼성아파트,39904.0,024524500,25, ,19990414.0,3.0,375.0,25.0,29879.92,5094.0,서울특별시 광진구 자양동 787-,37.5324722455229,127.07114247316,0
1121510100,아파트,계단식,개별난방,자치관리,분양,서울특별시 광진구 동일로 459,91.0,성원건설,서울특별시 광진구 중곡동 681- 성원상떼빌,3.0,성원건설,A14322002,1,024929505,2594.0,1.0,0.0,46.0,44.0,성원상떼빌,8072.0,024929505,24, ,19980410.0,,91.0,24.0,6590.4,4900.0,서울특별시 광진구 중곡동 681-,37.5712053276067,127.079626865015,0
1121510500,아파트,계단식,개별난방,자치관리,분양,서울특별시 광진구 뚝섬로33길 42,96.0,우성건설,서울특별시 광진구 자양동 515-1 우성6,1.0,우성건설,A14375801,1,024561698,11147.3856,0.0,0.0,0.0,96.0,우성6,1112721.0,024561698,14, ,19920321.0,,96.0,14.0,8134.44,5070.0,서울특별시 광진구 자양동 515-1,37.5366875040907,127.070663801005,0
